ano;mes;cnae_2_descricao_secao;saldo_movimentacao;salario_mensal
2022;8;Atividades Administrativas E Serviços Complementares;1117;10139853.759999987
2024;1;Indústrias De Transformação;137;2814566.809999999
2022;4;Indústrias De Transformação;-30;3523774.020000001
2024;5;Atividades Administrativas E Serviços Complementares;-256;5842974.239999982
2020;5;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1045.0
2022;1;Outras Atividades De Serviços;9;445980.57999999996
2022;9;Informação E Comunicação;602;3212691.5300000026
2020;4;Atividades Profissionais, Científicas E Técnicas;14;1225325.0399999998
2024;2;Alojamento E Alimentação;110;1652577.300000003
2020;7;Atividades Administrativas E Serviços Complementares;224;2645264.90000002
2022;2;Transporte, Armazenagem E Correio;91;3169026.8999999915
2014;1;Atividades Profissionais, Científicas E Técnicas;5;305118.84
2021;1;Artes, Cultura, Esporte E Recreação;21;107907.63
2022;12;Atividades Imobiliárias;-7;45778.93
2021;9;Transporte, Armazenagem E Correio;470;4963316.700000006
2020;8;Administração Pública, Defesa E Seguridade Social;-13;19690.73
2021;2;Saúde Humana E Serviços Sociais;139;707705.6799999997
2022;4;Outras Atividades De Serviços;20;272636.44000000006
2022;1;Alojamento E Alimentação;-62;912479.8200000006
2022;1;Administração Pública, Defesa E Seguridade Social;-10;26212.85
2014;1;Construção;-162;1359785.73
2022;10;Atividades Administrativas E Serviços Complementares;1058;8842439.159999963
2012;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;18;90955.0
2020;8;Saúde Humana E Serviços Sociais;24;734318.9800000001
2022;3;Atividades Financeiras, De Seguros E Serviços Relacionados;-4;448263.94000000006
2020;9;Indústrias De Transformação;156;4235375.410000004
2020;12;Outras Atividades De Serviços;-22;172490.94
2022;12;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;8641.77
2024;1;Transporte, Armazenagem E Correio;55;4383026.280000003
2023;1;Educação;40;31559319.45000001
2021;10;Atividades Imobiliárias;3;52182.899999999994
2014;1;Saúde Humana E Serviços Sociais;26;343913.64
2024;1;Educação;134;59265088.160000026
2020;12;Alojamento E Alimentação;24;665196.4200000002
2024;11;Indústrias De Transformação;-15;2601481.770000001
2021;9;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;19;86383.77
2022;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;22;129056.66
2021;1;Construção;269;1595272.249999992
2022;12;Atividades Administrativas E Serviços Complementares;-102;9659037.269999942
2022;10;Educação;20;3982100.269999999
2021;4;Alojamento E Alimentação;-87;417087.83999999997
2010;9;Informação E Comunicação;66;523476.7
2010;9;Outras Atividades De Serviços;13;146833.9
2020;8;Educação;-77;8123932.139999999
2022;3;Informação E Comunicação;-84;1245299.5099999988
2020;9;Outras Atividades De Serviços;-37;186127.19000000003
2022;10;Atividades Profissionais, Científicas E Técnicas;36;7126631.080000003
2021;3;Atividades Financeiras, De Seguros E Serviços Relacionados;14;292921.84
2024;11;Informação E Comunicação;260;2915668.9899999993
2010;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";679;3025925.46
2014;2;Atividades Administrativas E Serviços Complementares;318;2675484.53
2021;3;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-4;66116.86
2020;9;Atividades Administrativas E Serviços Complementares;-156;4176999.8899999843
2021;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-382;4955000.159999992
2024;6;Atividades Imobiliárias;-1;75376.27
2021;9;Atividades Financeiras, De Seguros E Serviços Relacionados;73;395732.79000000015
2020;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-459;5058518.190000002
2012;2;Atividades Financeiras, De Seguros E Serviços Relacionados;29;490972.0
2010;9;Saúde Humana E Serviços Sociais;22;203495.58
2024;12;Artes, Cultura, Esporte E Recreação;-3;113825.98999999999
2022;10;Indústrias De Transformação;160;2581622.490000003
2021;4;Indústrias De Transformação;54;2032673.199999998
2014;2;Alojamento E Alimentação;14;627405.65
2010;9;Atividades Administrativas E Serviços Complementares;-19;1138233.96
2014;1;Organismos Internacionais E Outras Instituições Extraterritoriais;-4;12615.0
2021;2;Informação E Comunicação;64;785019.4200000003
2022;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;16;133055.22000000003
2023;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-562;6972275.549999999
2024;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";-53;9460362.870000001
2021;10;Construção;84;3147154.2199999834
2011;3;Artes, Cultura, Esporte E Recreação;2;26760.0
2022;2;Informação E Comunicação;18;1310172.85
2022;10;Artes, Cultura, Esporte E Recreação;31;120673.69
2023;1;Indústrias De Transformação;-31;2866761.630000003
2023;1;Atividades Imobiliárias;3;58633.350000000006
2021;9;Alojamento E Alimentação;115;1343599.5099999998
2021;5;Indústrias De Transformação;-9;1881012.3199999975
2014;8;Saúde Humana E Serviços Sociais;38;462504.73
2021;1;Atividades Financeiras, De Seguros E Serviços Relacionados;-27;256983.99000000008
2021;4;Informação E Comunicação;40;928252.9000000003
2020;2;Alojamento E Alimentação;25;905580.4699999988
2020;2;Atividades Administrativas E Serviços Complementares;163;4529190.539999974
2010;9;Alojamento E Alimentação;107;882009.29
2020;8;"Comércio; Reparação De Veículos Automotores E Motocicletas";227;3730451.260000002
2022;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";193;19534830.70000009
2024;11;Atividades Profissionais, Científicas E Técnicas;112;5038658.969999998
2021;4;Educação;1;4236837.84
2020;2;Atividades Financeiras, De Seguros E Serviços Relacionados;-18;285705.33999999997
2014;8;Atividades Imobiliárias;-9;49325.0
2020;12;Atividades Profissionais, Científicas E Técnicas;136;3443175.9799999986
2021;4;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;102935.31
2024;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-334;9013613.240000011
2024;11;"Comércio; Reparação De Veículos Automotores E Motocicletas";286;10207641.349999988
2024;11;Educação;-24;3115019.0599999977
2021;9;Educação;31;718317.5900000003
2010;8;Informação E Comunicação;-91;627625.07
2021;2;Administração Pública, Defesa E Seguridade Social;-3;15057.499999999998
2014;1;Transporte, Armazenagem E Correio;-123;1324177.42
2024;6;Construção;-2;3675537.890000002
2021;5;Atividades Profissionais, Científicas E Técnicas;169;6169236.770000004
2022;8;Artes, Cultura, Esporte E Recreação;14;109578.99999999999
2020;3;Atividades Profissionais, Científicas E Técnicas;6;2254888.1599999983
2024;2;Atividades Profissionais, Científicas E Técnicas;46;3780188.650000001
2020;10;Informação E Comunicação;-120;1412574.2000000002
2022;12;Saúde Humana E Serviços Sociais;-14;826115.7799999996
2021;5;Informação E Comunicação;-22;899158.9100000003
2020;8;Alojamento E Alimentação;-53;433048.4100000001
2021;1;Atividades Imobiliárias;4;40241.25
2022;12;Artes, Cultura, Esporte E Recreação;11;114240.08000000002
2022;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;95606.40999999997
2011;3;Informação E Comunicação;24;543940.17
2024;1;Construção;222;2935070.8600000185
2020;7;Alojamento E Alimentação;-139;416496.9
2020;7;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;6;54745.09
2024;11;Saúde Humana E Serviços Sociais;20;1360066.65
2022;12;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;0;86898.63000000002
2023;1;Atividades Financeiras, De Seguros E Serviços Relacionados;-104;1969136.3899999985
2021;9;Atividades Administrativas E Serviços Complementares;440;8728281.249999944
2022;9;Atividades Imobiliárias;-7;84736.2
2021;4;Saúde Humana E Serviços Sociais;201;1026971.8099999992
2020;4;Atividades Administrativas E Serviços Complementares;-463;2548775.070000007
2011;3;Alojamento E Alimentação;-14;990024.61
2020;8;Artes, Cultura, Esporte E Recreação;17;33537.590000000004
2022;4;Informação E Comunicação;50;1480313.1900000016
2024;12;Saúde Humana E Serviços Sociais;-1;1201720.75
2024;12;Informação E Comunicação;-109;1569969.060000001
2014;8;Construção;-85;1118318.03
2014;1;Educação;-215;507268.09
2014;2;Informação E Comunicação;171;1062206.81
2022;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;7410.84
2022;1;Atividades Profissionais, Científicas E Técnicas;329;9449725.3
2022;3;Alojamento E Alimentação;42;1223694.5599999984
2024;11;Alojamento E Alimentação;21;1527233.6999999993
2021;5;"Comércio; Reparação De Veículos Automotores E Motocicletas";487;5159316.130000013
2021;5;Educação;11;478679.25000000023
2022;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;75458.90000000001
2012;8;Informação E Comunicação;-99;978990.59
2023;1;Atividades Administrativas E Serviços Complementares;-10;9116418.830000024
2022;10;"Comércio; Reparação De Veículos Automotores E Motocicletas";130;7144914.23000001
2012;2;Educação;214;468238.25
2014;8;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-8;66636.0
2012;8;Indústrias De Transformação;-64;2159570.5
2012;8;Atividades Financeiras, De Seguros E Serviços Relacionados;-21;728728.69
2024;1;Artes, Cultura, Esporte E Recreação;10;154571.56000000003
2021;9;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;0;2518.5
2022;10;Construção;-47;2289264.390000006
2020;1;Informação E Comunicação;12;922349.0100000001
2014;8;Artes, Cultura, Esporte E Recreação;25;59185.75
2020;12;Indústrias De Transformação;-92;1928237.4199999976
2021;4;"Comércio; Reparação De Veículos Automotores E Motocicletas";-19;4583967.640000002
2020;4;Atividades Financeiras, De Seguros E Serviços Relacionados;-62;366092.72000000003
2014;1;Informação E Comunicação;-22;879264.02
2012;8;Atividades Profissionais, Científicas E Técnicas;64;251555.87
2021;3;Educação;17;4836965.999999999
2020;12;Atividades Imobiliárias;2;37683.07
2023;1;Alojamento E Alimentação;-26;1232719.6999999997
2021;6;Administração Pública, Defesa E Seguridade Social;-7;30354.14
2020;5;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-13;74933.21000000002
2020;8;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;1039.0
2021;5;Atividades Imobiliárias;0;47461.75000000001
2021;9;Atividades Profissionais, Científicas E Técnicas;276;6095899.160000002
2021;6;Artes, Cultura, Esporte E Recreação;-10;49409.28
2021;4;Outras Atividades De Serviços;-11;160650.48
2024;12;Construção;-262;2294245.790000001
2020;5;Transporte, Armazenagem E Correio;-477;1406454.9100000032
2022;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1149.0
2014;12;Artes, Cultura, Esporte E Recreação;-25;75800.75
2022;2;Saúde Humana E Serviços Sociais;67;678310.9300000005
2020;1;Transporte, Armazenagem E Correio;-23;1491497.5700000026
2014;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";224;5373067.26
2022;3;Artes, Cultura, Esporte E Recreação;-5;153460.37000000002
2022;12;Outras Atividades De Serviços;-138;576183.4099999999
2020;2;Saúde Humana E Serviços Sociais;7;470240.4400000003
2014;8;Atividades Administrativas E Serviços Complementares;265;2551475.3
2020;5;Atividades Imobiliárias;-15;36204.50000000001
2021;1;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;10;89202.13000000002
2021;6;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;1;1302.0
2021;4;Atividades Administrativas E Serviços Complementares;1730;6721284.100000018
2010;9;Atividades Imobiliárias;-8;25240.0
2024;2;Atividades Financeiras, De Seguros E Serviços Relacionados;-20;3180923.7800000003
2024;11;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-2;98200.93
2022;12;Atividades Financeiras, De Seguros E Serviços Relacionados;-34;327437.7800000001
2024;5;Atividades Imobiliárias;-1;90006.28
2024;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";47;9181210.270000014
2024;6;Educação;-53;10288686.43
2022;1;Saúde Humana E Serviços Sociais;38;681081.4199999995
2022;9;Outras Atividades De Serviços;47;394378.53
2020;2;Informação E Comunicação;1;896991.5300000005
2020;3;Alojamento E Alimentação;-346;1203449.4999999993
2022;2;Construção;187;2141027.8999999817
2022;2;Atividades Financeiras, De Seguros E Serviços Relacionados;30;485121.0000000001
2024;6;Indústrias De Transformação;82;3684461.039999999
2021;6;Saúde Humana E Serviços Sociais;52;760607.6900000003
2010;8;Organismos Internacionais E Outras Instituições Extraterritoriais;0;15600.0
2014;1;Administração Pública, Defesa E Seguridade Social;81;402238.05
2021;2;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;1;45079.979999999996
2022;3;Atividades Profissionais, Científicas E Técnicas;278;9102928.79000001
2021;4;Administração Pública, Defesa E Seguridade Social;-8;26645.59
2014;8;Administração Pública, Defesa E Seguridade Social;-4;635393.97
2022;8;Saúde Humana E Serviços Sociais;44;1347057.2199999993
2024;1;Atividades Administrativas E Serviços Complementares;-175;5569239.850000003
2020;10;Água, Esgoto, Atividades De Gestão De Resíduos E Descontaminação;-7;97997.25
2020;12;Saúde Humana E Serviços Sociais;-8;392548.1199999999
2014;1;"Comércio; Reparação De Veículos Automotores E Motocicletas";-834;5313520.93
2024;2;Saúde Humana E Serviços Sociais;167;1551669.02
2021;6;Atividades Profissionais, Científicas E Técnicas;104;5868405.629999998
2021;4;Artes, Cultura, Esporte E Recreação;-10;82521.44
2012;2;Indústrias De Transformação;-4;2092778.9
2020;9;Transporte, Armazenagem E Correio;49;1644092.1500000025
2022;6;Artes, Cultura, Esporte E Recreação;10;106747.38000000002
2022;6;Transporte, Armazenagem E Correio;94;3506945.4399999953
2020;4;Indústrias De Transformação;-477;2298608.360000004
2024;1;Atividades Financeiras, De Seguros E Serviços Relacionados;70;2170030.869999999
2022;4;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;2;2511.3900000000003
2020;10;Atividades Administrativas E Serviços Complementares;290;4301471.770000007
2022;6;"Comércio; Reparação De Veículos Automotores E Motocicletas";-729;9283332.890000042
2024;6;Alojamento E Alimentação;-18;1414449.8899999994
2022;8;Outras Atividades De Serviços;10;334326.83999999997
2014;1;Atividades Administrativas E Serviços Complementares;54;2534575.84
2024;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";235;9381745.55
2021;2;"Comércio; Reparação De Veículos Automotores E Motocicletas";26;5498608.769999995
2014;2;Artes, Cultura, Esporte E Recreação;4;39832.0
2024;1;Saúde Humana E Serviços Sociais;71;1649812.5500000003
2020;12;Atividades Financeiras, De Seguros E Serviços Relacionados;-20;813404.2899999999
2023;1;Agricultura, Pecuária, Produção Florestal, Pesca E Aquicultura;-1;14502.0
2011;3;Indústrias De Transformação;29;2194015.86
2022;6;Construção;-61;2101362.279999999
2021;6;Indústrias De Transformação;40;2660871.2299999995
2022;2;Atividades Administrativas E Serviços Complementares;-319;9092132.589999942
2020;12;Artes, Cultura, Esporte E Recreação;-17;47369.87
2024;12;Alojamento E Alimentação;-126;1522515.239999997
2021;9;"Comércio; Reparação De Veículos Automotores E Motocicletas";328;6645294.640000001
2010;8;Educação;69;309570.5
2020;7;Saúde Humana E Serviços Sociais;-38;377194.94999999995
2021;3;Administração Pública, Defesa E Seguridade Social;-13;26763.690000000002
2020;5;Outras Atividades De Serviços;-42;107567.97000000004
2020;5;Informação E Comunicação;-68;802816.4200000002
2020;12;"Comércio; Reparação De Veículos Automotores E Motocicletas";58;4574682.719999994
2021;11;Transporte, Armazenagem E Correio;845;4400270.259999996
2010;9;Construção;-24;754336.68
